Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Index
"TEOS- EtOH/Si molar ratio of 14, KP wt. % of 8",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,81,,31.3,428.4,0.241,2.6,0.0453,,,,,,,,,,,,79
TEOS0.9/VTMS0.1,Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,80
TEOS0.8/VTMS0.2,Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,81
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 6, KP wt. % of 6.5",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.208,1.71,0.0347,,,,,,,,,,,,82
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 6, KP wt. % of 5",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.242,1.81,0.0313,,,,,,,,,,,,83
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 10, KP wt. % of 6.5",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,81.1,,24.4,619.9,0.214,1.81,0.0387,,,,,,,,,,,,84
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 10, KP wt. % of 8",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.231,1.56,0.0358,,,,,,,,,,,,85
"TEOS0.75/VTMS0.25-EtOH/Si molar ratio of 14, KP wt. % of 6.5",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.236,1.24,0.046,,,,,,,,,,,,86
TEOS0.7/VTMS0.3,Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,87
"TEOS0.5/VTMS0.5-EtOH/Si molar ratio of 6, KP wt. % of 5",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.275,0.96,0.0401,,,,,,,,,,,,88
"TEOS0.5/VTMS0.5-EtOH/Si molar ratio of 6, KP wt. % of 8",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,84.5,,30,488.6,0.229,1.68,0.0351,,,,,,,,,,,,89
"TEOS0.5/VTMS0.5-EtOH/Si molar ratio of 10, KP wt. % of 6.5",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.382,2.99,0.0705,,,,,,,,,,,,90
"TEOS0.5/VTMS0.5-EtOH/Si molar ratio of 10, KP wt. % of 8",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,,,,,0.375,2.47,0.0789,,,,,,,,,,,,91
"TEOS0.5/VTMS0.5-EtOH/Si molar ratio of 14, KP wt. % of 6.5",Mariana Ghica et al.,"Optimization of Polyamide Pulp-Reinforced Silica
Aerogel Composites for Thermal Protection Systems",2020.0,31.0,0.0,Sol-gel,,TEOS,,VTMS,,,,,,EtOH,,KP,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, EtOH, Oxalic Aid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666667,50,N-heptane,1,0.125,50,,,,,Aged in an oven,Ambient Pressure Drying,,60,Ambient,4,,150,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,No,,Yes,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,67.4,,10.8,610.7,0.409,2.83,0.0854,,,,,,,,,,,,92
"X-B, xerogel from MTES/TEOS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,TEOS,,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,1,,,,,,,,,"MTES, TEOS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,Referenced previous papers written by the author to say that the experimental procedure was the same bt did not go into detail on what that procedure was,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,24,0.22,1,761,1.07,,,,,,,,,,,,,,93
"X-B, aerogel from MTES/TEOS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,TEOS,,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,90,6.38,25,1006,0.141,,,,,,,,,,,,,,94
"X-A, xerogel from MTES/TEOS/APTMS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, APTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, APTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,10,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,3,0.02,4,28,1.41,,,,,,,,,,,,,,95
"A-A, aerogel from MTES/TEOS/APTMS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, APTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, APTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,10,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,87,6.48,45,573,0.134,,,,,,,,,,,,,,96
"X3A, Xerogel from MTES/TEOS/AAAPTMS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, AAAPTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,60,,30,,,24,,,,EtOH,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,7,0.05,,,1.3,,,,,,,,,,,,,,97
"A3A, aerogel from MTES/TEOS/AAAPTMS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, AAAPTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,60,,30,,,24,,,,EtOH,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,48,0.64,182,14,0.737,,,,,,,,,,,,,,98
"XA+3A, xerogel from MTES/TEOS/APTMS/AAAPTMS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, APTMS, AAAPTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, APTMS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,30,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,23,0.21,268,3,1.12,,,,,,,,,,,,,,99
"AA+3A, Aerogel from MTES/TEOS/APTMS/AAAPTMS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, APTMS, AAAPTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, APTMS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,30,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,86,4.49,70,256,0.191,,,,,,,,,,,,,,100
"X-TRIS, Xerogel from MTES/TEOS/TTMSI",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, TTMSI",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, TTMSI, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,60,,20,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,16,0.14,1,634,1.14,,,,,,,,,,,,,,101
"A-TRIS, Aerogel from MTES/TEOS/TTMSI",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, TTMSI",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, TTMSI, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,60,,20,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,88,6.67,59,451,0.132,,,,,,,,,,,,,,102
"X-U, Xerogel from MTES/TEOS/UPTMS",Joao Vareda et al.,Silica Aerogels/Xerogels Modified with Nitrogen-Containing Groups for Heavy Metal Adsorption,2020.0,53.0,0.0,Sol-gel,,MTES,,"TEOS, UPTMS",,,,,,MeOH,,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,,,"MTES, TEOS, UPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,,,,1.42,,,,,,,,,,,,,,103
