Final Material,Authors,Corresponding Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Index
S5 - 10% MTMS,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MTMS,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MTMS, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,77,1.49,6.6,897,0.5,,,Monolithic,,,,,,,,,,,10
S6 - 20% MTMS,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MTMS,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MTMS, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,71,1.11,6.1,701,0.63,,,,,,,,,,,,,,11
S7 - 6% MTES,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MTES,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MTES, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,72,1.19,4.7,949,0.61,,,,,,,,,,,,,,12
S8 - 10% MTES,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MTES,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MTES, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,76,1.47,6.1,964,0.52,,,Monolithic,,,,,,,,,,,13
S9 - 20% MTES,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MTES,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MTES, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,75,1.35,6.5,800,0.55,,,,,,,,,,,,,,14
S10 - 6% MEMO,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MEMO,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MEMO, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,64,0.81,4.5,671,0.79,,,Monolithic,,,,,,,,,,,15
S11 - 10% MEMO,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MEMO,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MEMO, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,57,0.59,4.2,543,0.94,,,,,,,,,,,,,,16
S12 - 20% MEMO,Selay Sert Çok,Nilay Gizli (nilay.gizli@ege.edu.tr),Hydrophobic silica aerogels synthesized in ambient conditions by preserving the pore structure via two-step silylation,2020.0,34.0,0.0,Sol-gel,Molarities were not able to be calculated but the molar ratio of Sol 1 is 1:3:1 TEOS:EtOH:H2O and for Sol 2 it was 5:2.5 EtOH:H2O,TEOS,,,,,,,,EtOH,,H2O,,,,HCl,0.01,,NH4OH,10,,,MEMO,,N-hexane,,,,"TEOS, EtOH, H2O",,100,,,3,"EtOH, H2O",,10,,,7,,,,,,,3,,,24,EtOH,25,144,EtOH,1,0.29,60,N-hexane,2,4,,"MEMO, N-hexane",2,2,,N-hexane,1,2,40,,,,,,Ambient Pressure Drying,,40,Ambient,Overnight,,60,Ambient,8,,80,2,,Ambient,,,,,,,Dried three times with ambient pressure drying,,,,,As-dried,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,Mesoporous,15,0.08,4.3,63,1.87,,,,,,,,,,,,,,17
AE4- 4 wt. % SiO2 unmodified,"Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,"4 wt% silicic acid- Silicic Acid(pH2.3-3.5) was created by passing water glass through a proton ion exchange resin column, Va apparent volume after shrinkage was used in molarity calculations",SiO2,0.97,,,,,,,H2O,,,,,,,,,NH4OH,,,,,,,,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,93.36,,,628.5,0.146,,,,,,,,,,,,,,18
AE5- 5 wt. % SiO2 unmodified,"Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,5 wt% silicic acid,SiO2,0.12,,,,,,,H2O,,,,,,,,,NH4OH,,,,,,,,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,93.37,,,646.7,0.146,,,,,,,,,,,,,,19
AE6- 6 wt. % SiO2 unmodified,"Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,6 wt% silicic acid,SiO2,0.1,,,,,,,H2O,,,,,,,,,NH4OH,,,,,,,,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,95.41,,,791.6,0.101,,,,,,,,,,,,,,20
AE7- 7 wt. % SiO2 unmodified,"Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,7 wt% silicic acid,SiO2,0.0986,,,,,,,H2O,,,,,,,,,NH4OH,,,,,,,,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,96.16,,,914.4,0.085,,,,,,,,,,,,,,21
AE8- 8 wt. % SiO2 unmodified,"Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,8 wt% silicic acid,SiO2,0.13,,,,,,,H2O,,,,,,,,,NH4OH,,,,,,,,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,95.53,,,690,0.098,,,,,,,,,,,,,,22
AE9- 9 wt. % SiO2 unmodified,"Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,9 wt% silicic acid,SiO2,0.168,,,,,,,H2O,,,,,,,,,NH4OH,,,,,,,,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,94.91,,,647.6,0.0112,,,,,,,,,,,,,,23
"AE7-1- 7 wt% SiO2, 0.1 molar ratio TMCS/Pore water","Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,7 refers to silica content in silicic acid and 1 refers to .1 molar ratio TMCS/pore water,SiO2,0.123,,,,,,,H2O,,,,,,,,,NH4OH,,,,TMCS,,"Isopropanol, N-hexane",,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,"TMCS, Isopropanol, N-hexane",3,1,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,50,Ambient,3,,80,1,,Ambient,150,1,Ambient,250,2,Ambient,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,95.17,,,816.8,0.106,,,,,,,,,,,,,,24
"AE7-2- 7 wt% SiO2, 0.2 molar ratio TMCS/Pore water","Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,7 refers to silica content in silicic acid and 2 refers to .2 molar ratio TMCS/pore water,SiO2,0.114,,,,,,,H2O,,,,,,,,,NH4OH,,,,TMCS,,"Isopropanol, N-hexane",,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,"TMCS, Isopropanol, N-hexane",3,1,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,50,Ambient,3,,80,1,,Ambient,150,1,Ambient,250,2,Ambient,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,95.56,,,851.7,0.098,,,,,,,,,,,,,,25
"AE7-3- 7 wt% SiO2, 0.4 molar ratio TMCS/Pore water","Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,7 refers to silica content in silicic acid and 3 refers to .3 molar ratio TMCS/pore water,SiO2,0.099,,,,,,,H2O,,,,,,,,,NH4OH,,,,TMCS,,"Isopropanol, N-hexane",,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,"TMCS, Isopropanol, N-hexane",3,1,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,50,Ambient,3,,80,1,,Ambient,150,1,Ambient,250,2,Ambient,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,96.16,,,914.4,0.085,,,,,,,,,,,,,,26
"AE7-4- 7 wt% SiO2, 0.4 molar ratio TMCS/Pore water","Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,7 refers to silica content in silicic acid and 4 refers to .4 molar ratio TMCS/pore water,SiO2,0.099,,,,,,,H2O,,,,,,,,,NH4OH,,,,TMCS,,"Isopropanol, N-hexane",,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,"TMCS, Isopropanol, N-hexane",3,1,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,50,Ambient,3,,80,1,,Ambient,150,1,Ambient,250,2,Ambient,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,96.14,,,924.1,0.085,,,,,,,,,,,,,,27
"AE7-5- 7 wt% SiO2, 0.5 molar ratio TMCS/Pore water","Thi Hai Nguyen, Ngoc Tam Mai, Vasudeva R. Minnam Reddy","Jae Hak Jung (jhjung@ynu.ac.kr),  Nguyen Tam Nguyen Truong(tamnguyentn@ynu.ac.kr)",Synthesis of silica aerogel particles and its application to thermal insulation paint,2020.0,17.0,0.0,Sol-gel,7 refers to silica content in silicic acid and 5 refers to .5 molar ratio TMCS/pore water,SiO2,0.107,,,,,,,H2O,,,,,,,,,NH4OH,,,,TMCS,,"Isopropanol, N-hexane",,,,Silicic Acid,,,,,"2.5, 3.5",NH4OH,,,,,,,,,5,,,60,H2O,,6,EtOH,,18,"TMCS, Isopropanol, N-hexane",3,1,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,24,,50,Ambient,3,,80,1,,Ambient,150,1,Ambient,250,2,Ambient,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,,,,,,,95.8,,,830.1,0.092,,,,,,,,,,,,,,28
