,Formation Method,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Molar Ratio (Modifier/Modifier Solvent),Volume % of Modifier in Solvent,Volume Ratio (Modifier/Modifier Solvent/Additional Solvents),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Combined Sol Stir Time (min),Combined Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Gelation Agent,pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Drying Method,Drying Solvent,Drying Temp (°C),Drying Pressure (MPa),Drying Time (hrs),Drying Method 2,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Method 3,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Average Pore Size (nm),Nanoparticle Size (nm)
604,Sol-gel,TEOS,,,,Ytterbium Trinitrate Pentahydrate,,,,Isopropanol,,H2O,,,HCl,,,,,,,,,,,,,,,,"TEOS, Isopropanol, H2O",,3,,,,"Ytterbium Trinitrate Pentahydrate, HCl, PO",,5,,,,PO,,,,5760,,20,24,,,,MTBE,5,1,,,,,,,,,,,,,,,,,,Supercritical Drying,MTBE,245,6,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,
605,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HF,,,,,,,,,,,,,,,,"TEOS, EtOH",,3,,,,"HF, H2O",,,,4,,,,20,,1440,,,,,,,EtOH,6,,,,,,,,,,,,,,,,,,,Subcritical Drying,,210,,,Supercritical Drying,,,1.5-2,,,,,,,,,,,,,,,,,,1.51,,580,,,,Monolithic,,
606,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HF,,,,,,,,,,,,,,,,"TEOS, EtOH",,3,,,,"HF, H2O",,,,4,,,,20,,1440,,,,,,,EtOH,6,,,,,,,,,,,,,,,,,,,Subcritical Drying,,240,,,Supercritical Drying,,,1.5-2,,,,,,,,,,,,,,,,,,0.85,,460,,,,Monolithic,,
607,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HF,,,,,,,,,,,,,,,,"TEOS, EtOH",,3,,,,"HF, H2O",,,,4,,,,20,,1440,,,,,,,EtOH,6,,,,,,,,,,,,,,,,,,,Subcritical Drying,,260,,,Supercritical Drying,,,1.5-2,,,,,,,,,,,,,,,,,,0.7,,470,,,,Monolithic,,
608,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HF,,,,,,,,,,,,,,,,"TEOS, EtOH",,3,,,,"HF, H2O",,,,4,,,,20,,1440,,,,,,,EtOH,6,,,,,,,,,,,,,,,,,,,Subcritical Drying,,160,,,Supercritical Drying,,,1.5-2,,,,,,,,,,,,,,,,,,1.67,,730,,,,Monolithic,,
609,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HF,,,,,,,,,,,,,,,,"TEOS, EtOH",,3,,,,"HF, H2O",,,,4,,,,20,,1440,,,,,,,EtOH,6,,,,,,,,,,,,,,,,,,,Subcritical Drying,,190,,,Supercritical Drying,,,1.5-2,,,,,,,,,,,,,,,,,,1.47,,690,,,,Monolithic,,
610,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HF,,,,,,,,,,,,,,,,"TEOS, EtOH",,3,,,,"HF, H2O",,,,4,,,,20,,1440,,,,,,,EtOH,6,,,,,,,,,,,,,,,,,,,Subcritical Drying,,220,,,Supercritical Drying,,,1.5-2,,,,,,,,,,,,,,,,,,1.31,,720,,,,Monolithic,,
611,Sol-gel,Water Glass,,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,"Water Glass, HNO3",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Air Drying,,50,,6,Air Drying,60,,6,,Air Drying,70,6,,,,,,,,,,,,Nanoporous,87,0.923,,287.7,0.29,,,,11.19,
612,Sol-gel,Water Glass,,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,"Water Glass, HNO3",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Freeze Drying,,-52,,24,,,,,,,,,,,,,,,,,,,,Nanoporous,86,0.345,,213.1,0.3,,,,8.11,
613,Sol-gel,Water Glass,,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,"Water Glass, HNO3",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Oven Drying,,50,,6,Oven Drying,60,,6,,Oven Drying,70,6,,,,,,,,,,,,Nanoporous,91,0.333,,234,0.18,,,,7.33,
614,Sol-gel,Water Glass,,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,"Water Glass, HNO3",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Vacuum Drying ,,40,,6,Vacuum Drying ,50,,6,,Vacuum Drying ,60,6,,,,,,,,,,,,Nanoporous,80,0.881,,285.4,0.43,,,,7.79,
615,Sol-gel,Water Glass,,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,"Water Glass, HNO3",,,,,7,,,,,,,,,,,,,20,18,,,,H2O,3,,,EtOH,1,1,20,,,,,,,,,,,,,Oven Drying,,50,,6,Oven Drying,60,,6,,Oven Drying,70,6,,,,,,,,,,,,Nanoporous,82,0.418,,140.7,0.38,,,,12.05,
616,Sol-gel,Water Glass,,,,,,,,HNO3,,,,,,,,,,,,,,,,,,,,,"Water Glass, HNO3",,,,,7,,,,,,,,,,,,,20,18,,,,H2O,3,,,EtOH,1,1,20,,,,,,,,,,,,,Air Drying,,50,,6,Air Drying,60,,6,,Air Drying,70,6,,,,,,,,,,,,Nanoporous,68,0.524,,247.8,0.71,,,,5.38,
617,Sol-gel,Water Glass,,,,,,,,Acetic Acid,,,,,,,,,,,,,,,,,,,,,"Water Glass, Acetic Acid",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Air Drying,,50,,6,Air Drying,60,,6,,Air Drying,70,6,,,,,,,,,,,,Nanoporous,83,1.022,,294.4,0.37,,,,10.7,
618,Sol-gel,Water Glass,,,,,,,,HCl,,,,,,,,,,,,,,,,,,,,,"Water Glass, HCl",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Air Drying,,50,,6,Air Drying,60,,6,,Air Drying,70,6,,,,,,,,,,,,Nanoporous,83,0.998,,268,0.38,,,,11.79,
619,Sol-gel,Water Glass,,,,,,,,Oxalic Acid,,,,,,,,,,,,,,,,,,,,,"Water Glass, Oxalic Acid",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Air Drying,,50,,6,Air Drying,60,,6,,Air Drying,70,6,,,,,,,,,,,,Nanoporous,90,1.048,,322.5,0.21,,,,10.85,
620,Sol-gel,Water Glass,,,,,,,,H2SO4,,,,,,,,,,,,,,,,,,,,,"Water Glass, H2SO4",,,,,7,,,,,,,,,,,,"TEOS, EtOH",20,18,"TEOS, EtOH",70,4,N-heptane,3,,,,,1,20,N-heptane,2,1,,,,,,,,,,Air Drying,,50,,6,Air Drying,60,,6,,Air Drying,70,6,,,,,,,,,,,,Nanoporous,82,1.044,,294.9,0.39,,,,10.33,
621,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,1.36,6.91,787.63,,,,,,
622,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,1.12,6.07,736.23,,,,,,
623,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,1.96,8.07,973.38,,,,,,
624,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,1.21,6.44,749.5,,,,,,
625,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,1.04,5.57,748.39,,,,,,
626,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,1.22,6.88,708.87,,,,,,
627,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,1.85,8.98,822.14,,,,,,
628,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,,6.87,872.89,,,,,,
629,Sol-gel,TEOS,,,,,,,,H2O,,EtOH,,,HCl,0.1,,NH4OH,0.05,,,,,,,,,,,,"TEOS, H2O, EtOH",,15,,,,HCl,,120,,,,,5.5-6,,,,,,24,,,,EtOH,1,5,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,45,10,,,,,,,,,,,,,,,,,,,,,,,2.02,9.38,860.64,,,,,,
630,Sol-gel,TEOS,,,,,,,,EtOH,,,,,HCl,0.1,,NH4OH,1.5,,,TMCS,,N-hexane,,,,"1, 10",,,"TEOS, EtOH, HCl",,,,,,NH4OH,,15,,,,,,,,,EtOH,,168,,,,"TMCS, N-hexane",1,2,50,,,,,,,,,,,,,,,,,Air Drying,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.744,10.9,640.4,0.194,,,Granule,,
631,Sol-gel,TEOS,,,,,,Carbon Fiber,,EtOH,,,,,HCl,0.1,,NH4OH,1.5,,,TMCS,,N-hexane,,,,"1, 10",,,"TEOS, EtOH, HCl",,,,,,"NH4OH, Carbon Fiber",,15,,,,,,,,,EtOH,,168,,,,"TMCS, N-hexane",1,2,50,,,,,,,,,,,,,,,,,Air Drying,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.436,11.4,502.9,0.156,,,Monolithic,,
632,Sol-gel,TEOS,,,,,,Carbon Fiber,,EtOH,,,,,HCl,0.1,,NH4OH,1.5,,,TMCS,,N-hexane,,,,"1, 10",,,"TEOS, EtOH, HCl",,,,,,"NH4OH, Carbon Fiber",,15,,,,,,,,,EtOH,,168,,,,"TMCS, N-hexane",1,2,50,,,,,,,,,,,,,,,,,Air Drying,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.476,10.7,550,0.164,,,Monolithic,,
633,Sol-gel,TEOS,,,,,,"Carbon Fiber, CNT",,EtOH,,,,,HCl,0.1,,NH4OH,1.5,,,TMCS,,N-hexane,,,,"1, 10",,,"TEOS, EtOH, HCl",,,,,,"NH4OH, Carbon Fiber, CNT",,15,,,,,,,,,EtOH,,168,,,,"TMCS, N-hexane",1,2,50,,,,,,,,,,,,,,,,,Air Drying,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.438,10.6,537.9,0.153,,,Monolithic,,
634,Sol-gel,TEOS,,,,,,"Carbon Fiber, CNT",,EtOH,,,,,HCl,0.1,,NH4OH,1.5,,,TMCS,,N-hexane,,,,"1, 10",,,"TEOS, EtOH, HCl",,,,,,"NH4OH, Carbon Fiber, CNT",,15,,,,,,,,,EtOH,,168,,,,"TMCS, N-hexane",1,2,50,,,,,,,,,,,,,,,,,Air Drying,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.512,10.8,558.1,0.158,,,Monolithic,,
635,Sol-gel,TEOS,,,,,,Carbon Nanofiber,,EtOH,,,,,HCl,0.1,,NH4OH,1.5,,,TMCS,,N-hexane,,,,"1, 10",,,"TEOS, EtOH, HCl",,,,,,"NH4OH, Carbon Nanofiber",,15,,,,,,,,,EtOH,,168,,,,"TMCS, N-hexane",1,2,50,,,,,,,,,,,,,,,,,Air Drying,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.406,9.9,566.2,0.212,,,Granule,,
636,Sol-gel,TEOS,,,,,,Carbon Nanofiber,,EtOH,,,,,HCl,0.1,,NH4OH,1.5,,,TMCS,,N-hexane,,,,"1, 10",,,"TEOS, EtOH, HCl",,,,,,"NH4OH, Carbon Nanofiber",,15,,,,,,,,,EtOH,,168,,,,"TMCS, N-hexane",1,2,50,,,,,,,,,,,,,,,,,Air Drying,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.511,10.3,589.8,0.195,,,Granule,,
637,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,Oxalic Acid,,,NH3,,,,,,,,,,,,,"TEOS, EtOH, H2O, Oxalic Acid",,,,,,NH3,,,,,,,,,,,,,,,,,EtOH,4,2,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,263,8.9,1.83333333333333,,,,,,,,,,,,,,,,,,,,Mesoporous,96.63,4.25,,837.4,0.074,,0.009,,12.3,
638,Sol-gel,TEOS,,,,,,Al2O3,,EtOH,,H2O,,,Oxalic Acid,,,NH3,,,,,,,,,,,,,"TEOS, EtOH, H2O, Oxalic Acid",,,,,,Al2O3,,,24,,,,,,,,,,,,,,EtOH,4,2,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,263,8.9,1.83333333333333,,,,,,,,,,,,,,,,,,,,Mesoporous,95.79,3.59,,705.7,0.104,,0.00741,,13.7,
639,Sol-gel,TEOS,,,,,,Al2O3,,EtOH,,H2O,,,Oxalic Acid,,,NH3,,,,,,,,,,,,,"TEOS, EtOH, H2O, Oxalic Acid",,,,,,Al2O3,,,24,,,,,,,,,,,,,,EtOH,4,2,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,263,8.9,1.83333333333333,,,,,,,,,,,,,,,,,,,,Mesoporous,95.42,3.32,,511.4,0.126,,0.00779,,16.4,
640,Sol-gel,TEOS,,,,,,Al2O3,,EtOH,,H2O,,,Oxalic Acid,,,NH3,,,,,,,,,,,,,"TEOS, EtOH, H2O, Oxalic Acid",,,,,,Al2O3,,,24,,,,,,,,,,,,,,EtOH,4,2,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,263,8.9,1.83333333333333,,,,,,,,,,,,,,,,,,,,Mesoporous,92.4,2.3,,435.1,0.222,,0.00811,,20.2,
641,Sol-gel,TEOS,,,,,,Al2O3,,EtOH,,H2O,,,Oxalic Acid,,,NH3,,,,,,,,,,,,,"TEOS, EtOH, H2O, Oxalic Acid",,,,,,Al2O3,,,24,,,,,,,,,,,,,,EtOH,4,2,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,263,8.9,1.83333333333333,,,,,,,,,,,,,,,,,,,,Mesoporous,90,2.2,,358.5,0.304,,0.00971,,22,
642,Sol-gel,TEOS,0.018,,,Aluminum Isopropoxide,0.002,,,Isopropanol,0.024,H2O,0.02,Acetylacetone,HCl,,0,NH4OH,,,,,,,,,,,,,"TEOS, Isopropanol, HCl, H2O",,,48,20,,"Aluminum Isoproxide, Acetylacetone",,,,,,,,,,4,,,,,,,Isopropanol,10,5,40,,,,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,300,10.13,,,,,,,,,,,,,,,,,,,,,Mesoporous,93,1.51,11.6,517,0.17,,,,,
643,Sol-gel,TEOS,0.015,,,Aluminum Isopropoxide,0.011,,,Isopropanol,0.016,H2O,0.018,Acetylacetone,HCl,,0,NH4OH,,,,,,,,,,,,,"TEOS, Isopropanol, HCl, H2O",,,48,20,,"Aluminum Isoproxide, Acetylacetone",,,,,,,,,,10,,,,,,,Isopropanol,10,5,40,,,,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,300,10.13,,,,,,,,,,,,,,,,,,,,,Mesoporous,87,0.52,8.7,238,0.28,,,,,
644,Sol-gel,TEOS,0.012,,,Aluminum Isopropoxide,0.02,,,Isopropanol,0.007,H2O,0.016,Acetylacetone,HCl,,0.001,NH4OH,,,,,,,,,,,,,"TEOS, Isopropanol, HCl, H2O",,,48,20,,"Aluminum Isoproxide, Acetylacetone",,,,,,,,,,60,,,,,,,Isopropanol,10,5,40,,,,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,300,10.13,,,,,,,,,,,,,,,,,,,,,Mesoporous,88,0.3,5.6,202,0.31,,,,,
645,Sol-gel,TEOS,0.006,,,Aluminum Isopropoxide,0.041,,,Isopropanol,0.004,H2O,0.011,Acetylacetone,HCl,,0.002,NH4OH,,,,,,,,,,,,,"TEOS, Isopropanol, HCl, H2O",,,48,20,,"Aluminum Isoproxide, Acetylacetone",,,,,,,,,,360,,,,,,,Isopropanol,10,5,40,,,,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,300,10.13,,,,,,,,,,,,,,,,,,,,,Mesoporous,92,1.89,24.8,305,0.2,,,,,
646,Sol-gel,TEOS,0.002,,,Aluminum Isopropoxide,0.055,,,Isopropanol,0.001,H2O,0.007,Acetylacetone,HCl,,0.002,NH4OH,,,,,,,,,,,,,"TEOS, Isopropanol, HCl, H2O",,,48,20,,"Aluminum Isoproxide, Acetylacetone",,,,,,,,,,120,,,,,,,Isopropanol,10,5,40,,,,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,300,10.13,,,,,,,,,,,,,,,,,,,,,Mesoporous,88,1.62,13.4,482,0.29,,,,,
647,Sol-gel,TEOS,0.001,,,Aluminum Isopropoxide,0.059,,,Isopropanol,0.001,H2O,0.006,Acetylacetone,HCl,,0.003,NH4OH,,,,,,,,,,,,,"TEOS, Isopropanol, HCl, H2O",,,48,20,,"Aluminum Isoproxide, Acetylacetone",,,,,,,,,,40,,,,,,,Isopropanol,10,5,40,,,,,,,,,,,,,,,,,Supercritical Drying,Isopropanol,300,10.13,,,,,,,,,,,,,,,,,,,,,Mesoporous,92,3.84,33.6,457,0.22,,,,,
648,Sol-gel,Water Glass,,,,,,,,H2O,,,,,,,,NH3,,,,,,,,,,,,,"Water Glass, H2O, NH3",,,,,5,,,,,,,,,,,,,80,8,,,,EtOH,3,0.083333333333333,60,Cyclohexane ,1,0.166666666666667,60,Cyclohexane,2,0.166666666666667,60,,,,,,,,,Ambient Pressure Drying,,100,0.101325,3,,,,,,,,,,,,,,,,,,,,,,0.69,4.9,561.2,,,,,,
649,Sol-gel,Water Glass,,,,,,,,H2O,,,,,,,,NH3,,,,HMDS,,Cyclohexane,,,,,,,"Water Glass, H2O, NH3",,,,,5,,,,,,,,,,,,,80,8,,,,EtOH,3,0.083333333333333,60,"Cyclohexane, HMDS",1,0.166666666666667,60,Cyclohexane,2,0.166666666666667,60,,,,,,,,,Ambient Pressure Drying,,100,0.101325,3,,,,,,,,,,,,,,,,,,,,,,4.38,23.8,735.5,,,,,,
650,Sol-gel,Water Glass,,,,,,,,H2O,,Formaldehyde,,,,,,NH3,,,,,,,,,,,,,"Water Glass, Chitosan, Formaldehyde, H2O, NH3",,,,,5,,,,,,,,,,,,,80,8,,,,EtOH,3,0.083333333333333,60,Cyclohexane,1,0.166666666666667,60,Cyclohexane,2,0.166666666666667,60,,,,,,,,,Ambient Pressure Drying,,100,0.101325,3,,,,,,,,,,,,,,,,,,,,,,1.54,3.7,839.2,,,,,,
651,Sol-gel,Water Glass,,,,,,,,H2O,,Formaldehyde,,,,,,NH3,,,,APTES,,Cyclohexane,,,,,,,"Water Glass, Chitosan, Formaldehyde, H2O, NH3",,,,,5,,,,,,,,,,,,,80,8,,,,EtOH,3,0.083333333333333,60,"Cyclohexane, APTES",1,0.166666666666667,60,Cyclohexane,2,0.166666666666667,60,,,,,,,,,Ambient Pressure Drying,,100,0.101325,3,,,,,,,,,,,,,,,,,,,,,,2.04,8.2,501.5,,,,,,
652,Sol-gel,Water Glass,,,,,,,,H2O,,Formaldehyde,,,,,,NH3,,,,HMDS,,Cyclohexane,,,,,,,"Water Glass, Chitosan, Formaldehyde, H2O, NH3",,,,,5,,,,,,,,,,,,,80,8,,,,EtOH,3,0.083333333333333,60,"Cyclohexane, HMDS",1,0.166666666666667,60,Cyclohexane,2,0.166666666666667,60,,,,,,,,,Ambient Pressure Drying,,100,0.101325,3,,,,,,,,,,,,,,,,,,,,,,1.71,4.2,810.2,,,,,,
653,Sol-gel,MTMS,,,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,,,"MTMS, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,300,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,Mesoporous,97,,,508,0.067,,,,,
654,Sol-gel,MTMS,,VTMS,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,CTAB,,"MTMS, VTMS, CTAB, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,120,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,,96.5,,,388,0.051,0.012,,,,
655,Sol-gel,MTMS,,VTMS,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,CTAB,,"MTMS, VTMS, CTAB, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,90,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,,97.2,,,300,0.041,0.0079,,,,
656,Sol-gel,MTMS,,VTMS,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,CTAB,,"MTMS, VTMS, CTAB, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,90,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,,96.2,,,376,0.056,0.0059,,,,
657,Sol-gel,MTMS,,CPTMS,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,CTAB,,"MTMS, CPTMS, CTAB, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,90,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,Mesoporous,95.9,,,317,0.056,0.0096,,,,
658,Sol-gel,MTMS,,CPTMS,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,CTAB,,"MTMS, CPTMS, CTAB, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,60,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,Mesoporous,95.9,,,263,0.056,0.005,,,,
659,Sol-gel,MTMS,,CPTMS,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,CTAB,,"MTMS, CPTMS, CTAB, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,60,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,Mesoporous,95.6,,,1,0.061,0.0047,,,,
660,Sol-gel,MTMS,,MPTMS,,,,,,MeOH,,,,,Oxalic Acid,0.01,,NH4OH,10,,,,,,,,,,CTAB,,"MTMS, MPTMS, CTAB, MeOH, Oxalic Acid",,1440,,20,,NH4OH,,30,,,,,,40,,150,,60,48,,,,H2O,1,0.333333333333333,,MeOH,3,1,,,,,,,,,,,,,,Supercritical Drying,CO2,45,8.5,,,,,,,,,,,,,,,,,,,,,Mesoporous,96.4,,,319,0.045,0.0073,,,,
